"Id";"Name";"Description";"ServerName";"TopicName";"Address";"Coef";"Offset";"LogEnabled";"AlEnabled";"Type";"AlBool";"MemTag";"MbsTcpEnabled";"MbsTcpFloat";"SnmpEnabled";"RTLogEnabled";"AlAutoAck";"ForceRO";"SnmpOID";"AutoType";"AlHint";"AlHigh";"AlLow";"AlTimeDB";"AlLevelDB";"IVGroupA";"IVGroupB";"IVGroupC";"IVGroupD";"PageId";"RTLogWindow";"RTLogTimer";"LogDB";"LogTimer";"AlLoLo";"AlHiHi";"MbsTcpRegister";"MbsTcpCoef";"MbsTcpOffset";"EEN";"ETO";"ECC";"ESU";"EAT";"ESH";"SEN";"STO";"SSU";"TEN";"TSU";"FEN";"FFN";"FCO";"AlStat";"ChangeTime";"TagValue";"TagQuality";"AlType"
1;"setpoint_ps";"";"MODBUS";"A";"510";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"22/07/2020 01:10:03"
2;"inhibit_agg";"";"MODBUS";"A";"4501";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"22/07/2020 01:10:04"
3;"PCS_Monthly_Charge";"Monthly kWh Usage Charge";"MODBUS";"B";"+310086D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"23/07/2020 14:34:13"
4;"PCS_Monthly_Discharge";"Monthly kWh Usage Discharge";"MODBUS";"B";"+310088D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"23/07/2020 12:27:33"
5;"PLC_Year";"Year";"MODBUS";"A";"41001";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"22/07/2020 01:10:04"
6;"PLC_Month";"Month";"MODBUS";"A";"41002";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"22/07/2020 13:20:09"
7;"PLC_Day";"Day";"MODBUS";"A";"41003";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 13:20:15"
8;"PLC_Hour";"Hour";"MODBUS";"A";"41004";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:20:15"
9;"PLC_Minute";"Min";"MODBUS";"A";"41005";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:16"
10;"PLC_Second";"Sec";"MODBUS";"A";"41006";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:48"
11;"PLC_Available_Power";"Available Power";"MODBUS";"A";"41007";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:01"
12;"PLC_Available_Energy";"Available Energy";"MODBUS";"A";"41008";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;10;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:48"
13;"PLC_Max_Total_Energy";"Max Total Energy";"MODBUS";"A";"41009";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:01"
14;"PLC_Max_Export_Power";"Max Export Power";"MODBUS";"A";"41010";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:01"
15;"PLC_Max_Import_Power";"Max Import Power";"MODBUS";"A";"41011";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:01"
16;"PLC_Charge_Time";"Charge Time";"MODBUS";"A";"41012";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:33:47"
17;"PLC_Discharge_Time";"Discharge Time";"MODBUS";"A";"41013";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:48"
18;"PLC_Fault_Status_2";"";"MODBUS";"C";"41016D";1;0;0;1;0;0;0;0;0;0;0;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";" PLC Fault";"";0;0;"";"";0;"";0;"";"";0;0;3;"";0;"01/01/1970 00:00:00"
19;"PLC_Alarm_Status";"";"MODBUS";"C";"41018D";1;0;0;1;0;0;0;0;0;0;0;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"PLC Alarm";"";0;0;"";"";0;"";0;"";"";0;0;3;"";0;"01/01/1970 00:00:00"
20;"PLC_System_Status";"";"MODBUS";"C";"41020D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"01/01/1970 00:00:00"
21;"PLC_PCS_Apparent_Power";"";"MODBUS";"C";"42017";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"01/01/1970 00:00:00"
22;"PLC_PCS_Total_Charge_Energy";"";"MODBUS";"A";"42020";0.001;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"23/07/2020 14:34:18"
23;"PLC_PCS_Total_Discharge_Energy";"";"MODBUS";"A";"42021E";0.001;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"23/07/2020 12:16:37"
24;"PLC_PCS_Fault_Status_1";"";"MODBUS";"C";"42023D";1;0;0;1;0;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"PLC PCS Fault";"";0;0;"";"";0;"";0;"";"";0;0;3;"";0;"01/01/1970 00:00:00"
25;"PLC_PCS_Fault_Status_2";"";"MODBUS";"C";"42025D";1;0;0;1;0;0;0;0;0;0;0;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"PLC PCS Fault";"";0;0;"";"";0;"";0;"";"";0;0;3;"";0;"01/01/1970 00:00:00"
26;"PLC_Inhibit";"1 for inhibit outputs";"MODBUS";"C";"40500";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"01/01/1970 00:00:00"
27;"PLC_Comms_PCS";"";"MODBUS";"A";"41022#0";1;0;0;0;0;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"PLC Comms to PCS";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
28;"PCS_Act_Pow";"PCS Bus Active Power";"MODBUS";"B";"+310067L";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;1;0;0;2;600;10;-1;30;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:50"
29;"PCS_React_Pow";"PCS Bus Reactive Power";"MODBUS";"B";"+310069I";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;30;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:50"
30;"PCS_DC_P";"DC Batt Power";"MODBUS";"B";"+310057";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;30;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:50"
31;"PCS_Work_Status";"PCS Work Status";"MODBUS";"B";"+310200D";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;2;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"23/07/2020 13:21:18"
32;"PCS_Set_CP_DC";"CP DC Power";"MODBUS";"B";"+410069I";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"22/07/2020 01:10:04"
33;"PCS_Set_CP_AC";"CP AC Power";"MODBUS";"B";"+410073I";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 13:21:18"
34;"PLC_Comms";"";"MODBUS";"A";"Status";1;0;0;1;0;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"22/07/2020 01:10:04"
35;"Comms_PCS";"";"MODBUS";"B";"Status";1;0;0;0;0;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"22/07/2020 01:10:04"
36;"BMS_Rack_1_Voltage";"BMS Rack 1 Voltage";"MODBUS";"A";"43050";0.1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:48"
37;"BMS_Rack_1_Current";"BMS Rack 1 Current";"MODBUS";"A";"43051I";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:44"
38;"BMS_Rack_1_Mode";"BMS Rack 1 Mode";"MODBUS";"A";"43052";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:34:01"
39;"BMS_Rack_1_SoC";"BMS Rack 1 SoC";"MODBUS";"A";"43053";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:48"
40;"BMS_Rack_1_SoH";"BMS Rack 1 SoH";"MODBUS";"A";"43054";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:01"
41;"BMS_Rack_1_Fault_1";"BMS Additional_Protection";"MODBUS";"A";"43055#0";1;0;1;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;1;"";"";1;1;0;0;"";"";"BMS_Rack_1 Additional_Protection Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"23/07/2020 14:34:50"
42;"BMS_Rack_1_Fault_2";"DCSW1 Sensing Fail";"MODBUS";"A";"43056#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW1 Sensing Fail Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
43;"BMS_Rack_1_Fault_3";"DCSW2 Sensing Fail";"MODBUS";"A";"43056#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW2 Sensing Fail Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
44;"BMS_Rack_1_Fault_10";"Rack Fuse Fail_Fault";"MODBUS";"A";"43057#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Rack Fuse Fail_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
45;"BMS_Rack_1_Fault_11";"Permanent Under-Voltage_Fault";"MODBUS";"A";"43057#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Permanent Under-Voltage_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
46;"BMS_Rack_1_Fault_12";"Module Under-Temperature_Fault for rack 1";"MODBUS";"A";"43058#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Under-Temperature_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
47;"BMS_Rack_1_Fault_13";"Module Over-Temperature_Fault for Rack 1";"MODBUS";"A";"43058#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Over-Temperature_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
48;"BMS_Rack_1_Fault_14";"Module Under Voltage_Fault for Rack 1";"MODBUS";"A";"43058#2";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Under Voltage_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
49;"BMS_Rack_1_Fault_15";"Module Over Voltage_Fault";"MODBUS";"A";"43058#3";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Over Voltage_Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
50;"BMS_Rack_1_Fault_16";"Module Voltage Imbalance Fault";"MODBUS";"A";"43058#4";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Voltage Imbalance Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
51;"BMS_Rack_1_Fault_17";"Module Temperature Imbalance Fault";"MODBUS";"A";"43058#5";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Temperature Imbalance Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
52;"BMS_Rack_1_Alarm_1";"BMS Additional_Protection";"MODBUS";"A";"43059#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Additional_Protection Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
53;"BMS_Rack_1_Alarm_2";"DCSW1 Sensing Fail";"MODBUS";"A";"43060#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW1 Sensing Fail Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
54;"BMS_Rack_1_Alarm_3";"DCSW2 Sensing Fail";"MODBUS";"A";"43060#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW2 Sensing Fail Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
55;"BMS_Rack_1_Alarm_4";"DCSW3 Sensing Fail_Alarm";"MODBUS";"A";"43060#10";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW3 Sensing Fail_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
56;"BMS_Rack_1_Alarm_5";"DCSW3 Fail_Alarm";"MODBUS";"A";"43060#11";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 DCSW3 Fail_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
57;"BMS_Rack_1_Alarm_6";"Module PCB Under Temperature_Alarm";"MODBUS";"A";"43060#12";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module PCB Under Temperature_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
58;"BMS_Rack_1_Alarm_7";"Module PCB Over-Temperature_Alarm";"MODBUS";"A";"43060#13";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module PCB Over-Temperature_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
59;"BMS_Rack_1_Alarm_8";"Charge Current Limit_Alarm";"MODBUS";"A";"43060#14";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Charge Current Limit_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
60;"BMS_Rack_1_Alarm_9";"Discharrge Current Limit_Alarm";"MODBUS";"A";"43060#15";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Discharrge Current Limit_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
61;"BMS_Rack_1_Alarm_10";"Rack Fuse Fail_Alarm";"MODBUS";"A";"43061#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Rack Fuse Fail_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
62;"BMS_Rack_1_Alarm_11";"Permanent Under-Voltage_Alarm";"MODBUS";"A";"43061#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Permanent Under-Voltage_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
63;"BMS_Rack_1_Alarm_12";"Module Under-Temperature_Alarm";"MODBUS";"A";"43062#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Under-Temperature_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
64;"BMS_Rack_1_Alarm_13";"Module Over-Temperature_Alarm";"MODBUS";"A";"43062#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Over-Temperature_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
65;"BMS_Rack_1_Alarm_14";"Module Under Voltage_Alarm";"MODBUS";"A";"43062#2";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Under Voltage_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
66;"BMS_Rack_1_Alarm_15";"Module Over Voltage_Alarm";"MODBUS";"A";"43062#3";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Over Voltage_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
67;"BMS_Rack_1_Alarm_16";"Module Voltage Imbalance Alarm";"MODBUS";"A";"43062#4";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Voltage Imbalance Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
68;"BMS_Rack_1_Alarm_17";"Module Temperature Imbalance Alarm";"MODBUS";"A";"43062#5";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Temperature Imbalance Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
69;"BMS_Rack_1_Alarm_18";"Rack Module Comms Fail Alarm";"MODBUS";"A";"43062#6";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Module Comms Fail Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
70;"BMS_Rack_1_Alarm_19";"Rack System Comms Fail Alarm";"MODBUS";"A";"43062#7";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 System Comms Fail Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
71;"BMS_Rack_1_Alarm_20";"Rack Charge Over Current Alarm";"MODBUS";"A";"43062#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;0;"";"";"BMS_Rack_1 Charge Over Current Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"22/07/2020 01:10:04"
72;"BMS_Rack_1_Module_Num_of_Max_Cell_V_A";"Module Number of Max Cell Voltage A";"MODBUS";"A";"43064";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:30:47"
73;"BMS_Rack_1_Cell_Num_of_Max_Cell_V_A";"Cell Number of Max Cell Voltage A";"MODBUS";"A";"43065";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 13:15:10"
74;"BMS_Rack_1_Module_Num_of_Max_Cell_V_B";"Module Number of Max Cell Voltage B";"MODBUS";"A";"43067";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 14:30:47"
75;"BMS_Rack_1_Cell_Num_of_Max_Cell_V_B";"Cell Number of Max Cell Voltage B";"MODBUS";"A";"43068";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"23/07/2020 13:21:20"
76;"BMS_Rack_1_Average_Cell_V";"Average Cell Voltage";"MODBUS";"A";"43069";0.001;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:50"
77;"BMS_Rack_1_Min_Cell_A_V";"Min Cell A Voltage";"MODBUS";"A";"43070";0.001;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"23/07/2020 14:34:48"
